"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"5790","LOFA","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5791","LOFA","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5792","LOFA","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5793","MARGIBI","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5794","MARGIBI","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5795","MARGIBI","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5796","MARGIBI","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5797","MARYLAND","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5798","MARYLAND","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5799","MARYLAND","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5800","MARYLAND","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5801","MONTSERRADO","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5802","MONTSERRADO","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5803","MONTSERRADO","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5804","MONTSERRADO","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5805","NIMBA","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5806","NIMBA","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5807","NIMBA","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5808","NIMBA","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5809","RIVER GEE","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5810","RIVER GEE","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5811","RIVER GEE","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5812","RIVER GEE","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5813","RIVERCESS","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5814","RIVERCESS","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5815","RIVERCESS","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5816","RIVERCESS","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5817","SINOE","Situation report","New","Confirmed","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5818","SINOE","Situation report","New","Probable","02 to 08 November 2015 (2015-W45)","0"," 2015-W45 "
"5819","SINOE","Patient database","New","Confirmed","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5820","SINOE","Patient database","New","Probable","02 to 08 November 2015 (2015-W45)",NA," 2015-W45 "
"5821","BOMI","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5822","BOMI","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5823","BOMI","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5824","BOMI","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5825","BONG","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5826","BONG","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5827","BONG","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5828","BONG","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5829","GBARPOLU","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5830","GBARPOLU","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5831","GBARPOLU","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5832","GBARPOLU","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5833","GRAND BASSA","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5834","GRAND BASSA","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5835","GRAND BASSA","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5836","GRAND BASSA","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5837","GRAND CAPE MOUNT","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5838","GRAND CAPE MOUNT","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5839","GRAND CAPE MOUNT","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5840","GRAND CAPE MOUNT","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5841","GRAND GEDEH","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5842","GRAND GEDEH","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5843","GRAND GEDEH","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5844","GRAND GEDEH","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5845","GRAND KRU","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5846","GRAND KRU","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5847","GRAND KRU","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5848","GRAND KRU","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5849","LOFA","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5850","LOFA","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5851","LOFA","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5852","LOFA","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5853","MARGIBI","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5854","MARGIBI","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5855","MARGIBI","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5856","MARGIBI","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5857","MARYLAND","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5858","MARYLAND","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5859","MARYLAND","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5860","MARYLAND","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5861","MONTSERRADO","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5862","MONTSERRADO","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5863","MONTSERRADO","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5864","MONTSERRADO","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5865","NIMBA","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5866","NIMBA","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5867","NIMBA","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5868","NIMBA","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5869","RIVER GEE","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5870","RIVER GEE","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5871","RIVER GEE","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5872","RIVER GEE","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5873","RIVERCESS","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5874","RIVERCESS","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5875","RIVERCESS","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5876","RIVERCESS","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5877","SINOE","Situation report","New","Confirmed","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5878","SINOE","Situation report","New","Probable","09 to 15 November 2015 (2015-W46)","0"," 2015-W46 "
"5879","SINOE","Patient database","New","Confirmed","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5880","SINOE","Patient database","New","Probable","09 to 15 November 2015 (2015-W46)",NA," 2015-W46 "
"5881","BOMI","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5882","BOMI","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5883","BOMI","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5884","BOMI","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5885","BONG","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5886","BONG","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5887","BONG","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5888","BONG","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5889","GBARPOLU","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5890","GBARPOLU","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5891","GBARPOLU","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5892","GBARPOLU","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5893","GRAND BASSA","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5894","GRAND BASSA","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5895","GRAND BASSA","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5896","GRAND BASSA","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5897","GRAND CAPE MOUNT","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5898","GRAND CAPE MOUNT","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5899","GRAND CAPE MOUNT","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5900","GRAND CAPE MOUNT","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5901","GRAND GEDEH","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5902","GRAND GEDEH","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5903","GRAND GEDEH","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5904","GRAND GEDEH","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5905","GRAND KRU","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5906","GRAND KRU","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5907","GRAND KRU","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5908","GRAND KRU","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5909","LOFA","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5910","LOFA","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5911","LOFA","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5912","LOFA","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5913","MARGIBI","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5914","MARGIBI","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5915","MARGIBI","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5916","MARGIBI","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5917","MARYLAND","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5918","MARYLAND","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5919","MARYLAND","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5920","MARYLAND","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5921","MONTSERRADO","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","3"," 2015-W47 "
"5922","MONTSERRADO","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5923","MONTSERRADO","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5924","MONTSERRADO","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5925","NIMBA","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5926","NIMBA","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5927","NIMBA","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5928","NIMBA","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5929","RIVER GEE","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5930","RIVER GEE","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5931","RIVER GEE","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5932","RIVER GEE","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5933","RIVERCESS","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5934","RIVERCESS","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5935","RIVERCESS","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5936","RIVERCESS","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5937","SINOE","Situation report","New","Confirmed","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5938","SINOE","Situation report","New","Probable","16 to 22 November 2015 (2015-W47)","0"," 2015-W47 "
"5939","SINOE","Patient database","New","Confirmed","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5940","SINOE","Patient database","New","Probable","16 to 22 November 2015 (2015-W47)",NA," 2015-W47 "
"5941","BOMI","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5942","BOMI","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5943","BOMI","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5944","BOMI","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5945","BONG","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5946","BONG","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5947","BONG","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5948","BONG","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5949","GBARPOLU","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5950","GBARPOLU","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5951","GBARPOLU","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5952","GBARPOLU","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5953","GRAND BASSA","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5954","GRAND BASSA","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5955","GRAND BASSA","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5956","GRAND BASSA","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5957","GRAND CAPE MOUNT","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5958","GRAND CAPE MOUNT","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5959","GRAND CAPE MOUNT","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5960","GRAND CAPE MOUNT","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5961","GRAND GEDEH","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5962","GRAND GEDEH","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5963","GRAND GEDEH","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5964","GRAND GEDEH","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5965","GRAND KRU","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5966","GRAND KRU","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5967","GRAND KRU","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5968","GRAND KRU","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5969","LOFA","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5970","LOFA","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5971","LOFA","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5972","LOFA","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5973","MARGIBI","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5974","MARGIBI","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5975","MARGIBI","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5976","MARGIBI","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5977","MARYLAND","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5978","MARYLAND","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5979","MARYLAND","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5980","MARYLAND","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5981","MONTSERRADO","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5982","MONTSERRADO","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5983","MONTSERRADO","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5984","MONTSERRADO","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5985","NIMBA","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5986","NIMBA","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5987","NIMBA","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5988","NIMBA","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5989","RIVER GEE","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5990","RIVER GEE","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5991","RIVER GEE","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5992","RIVER GEE","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5993","RIVERCESS","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5994","RIVERCESS","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5995","RIVERCESS","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5996","RIVERCESS","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"5997","SINOE","Situation report","New","Confirmed","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5998","SINOE","Situation report","New","Probable","23 to 29 November 2015 (2015-W48)","0"," 2015-W48 "
"5999","SINOE","Patient database","New","Confirmed","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"6000","SINOE","Patient database","New","Probable","23 to 29 November 2015 (2015-W48)",NA," 2015-W48 "
"6001","BOMI","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6002","BOMI","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6003","BOMI","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6004","BOMI","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6005","BONG","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6006","BONG","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6007","BONG","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6008","BONG","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6009","GBARPOLU","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6010","GBARPOLU","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6011","GBARPOLU","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6012","GBARPOLU","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6013","GRAND BASSA","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6014","GRAND BASSA","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6015","GRAND BASSA","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6016","GRAND BASSA","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6017","GRAND CAPE MOUNT","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6018","GRAND CAPE MOUNT","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6019","GRAND CAPE MOUNT","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6020","GRAND CAPE MOUNT","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6021","GRAND GEDEH","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6022","GRAND GEDEH","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6023","GRAND GEDEH","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6024","GRAND GEDEH","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6025","GRAND KRU","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6026","GRAND KRU","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6027","GRAND KRU","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6028","GRAND KRU","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6029","LOFA","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6030","LOFA","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6031","LOFA","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6032","LOFA","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6033","MARGIBI","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6034","MARGIBI","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6035","MARGIBI","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6036","MARGIBI","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6037","MARYLAND","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6038","MARYLAND","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6039","MARYLAND","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6040","MARYLAND","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6041","MONTSERRADO","Situation report","New","Confirmed","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6042","MONTSERRADO","Situation report","New","Probable","30 November to 06 December 2015 (2015-W49)","0"," 2015-W49 "
"6043","MONTSERRADO","Patient database","New","Confirmed","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
"6044","MONTSERRADO","Patient database","New","Probable","30 November to 06 December 2015 (2015-W49)",NA," 2015-W49 "
